Directory Name	Species	Common name	Other species names	Species Taxonomy ID	Taxonomic Lineage	Assembly name	NCBI accession	Source of assembly	NCBI assembly name	NCBI assembly status	Assembly submission date	Assembly submitter organization	contig N50 (bp)	scaffold N50 (bp)	No. ancestral genes with intact ORF	No. ancestral genes with inactivating mutations	No. ancestral genes with missing sequences
Plecturocebus_moloch__Red-bellied_titi__HLpleMol1__GCA_963574105.1	Plecturocebus moloch	Red-bellied titi	Dusky titi,Callicebus moloch	9523	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Callicebinae; Plecturocebus	HLpleMol1	GCA_963574105.1	NCBI	PGDP_PleMol	Scaffold	2023-11-01	IBE(CSIC-UNIVERSITAT POMPEU FABRA)	61113	61113	13445	708	1043
Cacajao_ayresi__Primates__HLcacAyr1__GCA_963573425.1	Cacajao ayresi	Primates	Cacajao sp. IPF-2008_ay	535896	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Cacajao	HLcacAyr1	GCA_963573425.1	NCBI	PGDP_CacAyr	Scaffold	2023-10-31	IBE(CSIC-UNIVERSITAT POMPEU FABRA)	76643	76643	13896	426	874
Cacajao_calvus__Bald_Uacari__HLcacCal1__GCA_963573955.1	Cacajao calvus	Bald Uacari	Simia calva,red uakari	30596	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Cacajao	HLcacCal1	GCA_963573955.1	NCBI	PGDP_CacCal	Scaffold	2023-10-31	IBE(CSIC-UNIVERSITAT POMPEU FABRA)	68772	68795	13722	482	992
Cacajao_hosomi__Primates__HLcacHos1__GCA_963573795.1	Cacajao hosomi	Primates	Cacajao sp. IPF-2008_ho	535897	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Cacajao	HLcacHos1	GCA_963573795.1	NCBI	PGDP_CacHos	Scaffold	2023-10-31	IBE(CSIC-UNIVERSITAT POMPEU FABRA)	71453	71457	13745	478	973
Cacajao_melanocephalus__Black-headed_Uacari__HLcacMel1__GCA_963573385.1	Cacajao melanocephalus	Black-headed Uacari	black uakari,Cacajao ouakary,Simia melanocephala	70825	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Cacajao	HLcacMel1	GCA_963573385.1	NCBI	PGDP_CacMel	Scaffold	2023-11-01	IBE(CSIC-UNIVERSITAT POMPEU FABRA)	71276	71282	13772	435	989
Chiropotes_israelita__Primates__HLchiIsr1__GCA_963573965.1	Chiropotes israelita	Primates		280163	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Chiropotes	HLchiIsr1	GCA_963573965.1	NCBI	PGDP_ChiIsr	Scaffold	2023-11-01	IBE(CSIC-UNIVERSITAT POMPEU FABRA)	61605	61606	13600	427	1169
Chiropotes_sagulatus__Primates__HLchiSag1__GCA_963574175.1	Chiropotes sagulatus	Primates	Chiropotes chiropotes sagulata	3134011	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Chiropotes	HLchiSag1	GCA_963574175.1	NCBI	PGDP_ChiSag	Scaffold	2023-11-01	IBE(CSIC-UNIVERSITAT POMPEU FABRA)	53522	53527	13404	524	1268
Pithecia_mittermeieri__Mittermeiers_Tapajos_saki__HLpitMit1__GCA_963574975.1	Pithecia mittermeieri	Mittermeiers Tapajos saki		2946517	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia	HLpitMit1	GCA_963574975.1	NCBI	PGDP_PitMit	Scaffold	2023-11-02	IBE(CSIC-UNIVERSITAT POMPEU FABRA)	46168	46168	13083	627	1486
Pithecia_pithecia__white-faced_saki__HLpitPit1__GCA_004026645.1	Pithecia pithecia	white-faced saki	Guianan saki	43777	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia	HLpitPit1	GCA_004026645.1	NCBI	PitPit_v1_BIUU	Scaffold	2019-01-16	Broad Institute	63292	83104	14000	365	831
Pithecia_pithecia__white-faced_saki__HLpitPit2__GCA_023779675.1	Pithecia pithecia	white-faced saki	Guianan saki	43777	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia	HLpitPit2	GCA_023779675.1	NCBI	ASM2377967v1	Contig	2022-06-17	BGI-Shenzhen	10867430	10867430	9795	5369	32
Pithecia_vanzolinii__Vanzolinis_bald-faced_saki__HLpitVan1__GCA_963574005.1	Pithecia vanzolinii	Vanzolinis bald-faced saki		2946519	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia	HLpitVan1	GCA_963574005.1	NCBI	PGDP_PitVan	Scaffold	2023-11-01	IBE(CSIC-UNIVERSITAT POMPEU FABRA)	44982	44982	13083	610	1503
Carlito_syrichta__Philippine_tarsier__tarSyr2__GCF_000164805.1	Carlito syrichta	Philippine tarsier	Tarsius syrichta	1868482	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Tarsiiformes; Tarsiidae; Carlito	tarSyr2	GCF_000164805.1	NCBI	Tarsius_syrichta-2.0.1	Scaffold	2013-09-18	Washington University (WashU)	38165	401181	13172	1064	960
Carlito_syrichta_fraterculus__Bohol_tarsier__HLcarSyriFra3A__GCA_059932695.1	Carlito syrichta fraterculus	Bohol tarsier	Philippine tarsier,Tarsius syrichta,Simia syrichta	3735306	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Tarsiiformes; Tarsiidae; Carlito; Carlito syrichta	HLcarSyriFra3A	GCA_059932695.1	NCBI	mCarSyr1.hap1	Chromosome	2026-08-07	Vertebrate Genomes Project	10401877	86712982	14948	213	35
Cephalopachus_bancanus__Horsfields_tarsier__HLcepBan1__GCA_027257055.1	Cephalopachus bancanus	Horsfields tarsier	Tarsius bancanus,Western tarsier	9477	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Tarsiiformes; Tarsiidae; Cephalopachus	HLcepBan1	GCA_027257055.1	NCBI	ASM2725705v1	Contig	2022-12-23	BGI	5252243	5252243	13655	1299	242
Daubentonia_madagascariensis__aye-aye__HLdauMad1__GCA_004027145.1	Daubentonia madagascariensis	aye-aye		31869	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Chiromyiformes; Daubentoniidae; Daubentonia	HLdauMad1	GCA_004027145.1	NCBI	DauMad_v1_BIUU	Scaffold	2019-01-16	Broad Institute	298834	379919	14918	153	125
Daubentonia_madagascariensis__aye-aye__HLdauMad2__GCA_023783475.1	Daubentonia madagascariensis	aye-aye		31869	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Chiromyiformes; Daubentoniidae; Daubentonia	HLdauMad2	GCA_023783475.1	NCBI	ASM2378347v1	Contig	2022-06-17	BGI-Shenzhen	27954151	27954151	14439	719	38
Cheirogaleus_medius__Lesser_dwarf_lemur__HLcheMed1__GCA_008086735.1	Cheirogaleus medius	Lesser dwarf lemur	fat-tailed dwarf lemur	9460	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Cheirogaleus	HLcheMed1	GCA_008086735.1	NCBI	ASM808673v1	Scaffold	2019-08-26	Duke University	34905	48318266	12393	1010	1793
Microcebus_griseorufus__Reddish-gray_mouse_lemur__HLmicGri1__GCA_008750995.1	Microcebus griseorufus	Reddish-gray mouse lemur		143354	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus	HLmicGri1	GCA_008750995.1	NCBI	Mgri_1.0	Scaffold	2019-09-30	Duke University	16653	16816	9097	1447	4652
Microcebus_lehilahytsara__Mittermeiers_mouse_lemur__HLmicMit1__GCA_008750955.1	Microcebus lehilahytsara	Mittermeiers mouse lemur	Microcebus mittermeieri	236274	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus	HLmicMit1	GCA_008750955.1	NCBI	Mmit_1.0	Scaffold	2019-09-30	Duke University	15314	15314	8969	1560	4667
Microcebus_murinus__Gray_mouse_lemur__HLmicMuri4A__GCF_040939455.1	Microcebus murinus	Gray mouse lemur	grey mouse lemur	30608	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus	HLmicMuri4A	GCF_040939455.1	NCBI	M.murinus_Inina_mat1.0	Chromosome	2025-06-05	Stanford University	102817952	105226355	14950	166	80
Microcebus_ravelobensis__Golden_brown_mouse_lemur__HLmicRav1__GCA_008750975.1	Microcebus ravelobensis	Golden brown mouse lemur		122231	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus	HLmicRav1	GCA_008750975.1	NCBI	Mrav_1.0	Scaffold	2019-09-30	Duke University	21473	21495	10758	933	3505
Microcebus_sp._3_GT-2019__unclassified_mouse_lemur__HLmicSpe31__GCA_008750915.1	Microcebus sp. 3 GT-2019	unclassified mouse lemur		2508170	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus	HLmicSpe31	GCA_008750915.1	NCBI	Mjon_1.0	Scaffold	2019-09-30	Duke University	38130	38968	11256	708	3232
Microcebus_tavaratra__Northern_rufous_mouse_lemur__HLmicTav1__GCA_008750935.1	Microcebus tavaratra	Northern rufous mouse lemur		143351	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus	HLmicTav1	GCA_008750935.1	NCBI	Mtav_1.0	Scaffold	2019-09-30	Duke University	29527	30039	10561	896	3739
Microcebus_murinus__gray_mouse_lemur__micMur3__GCF_000165445.2	Microcebus murinus	gray mouse lemur	grey mouse lemur	30608	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus	micMur3	GCF_000165445.2	NCBI	Mmur_3.0	Chromosome	2017-02-06	Baylor College of Medicine	210702	108171978	14087	947	162
Mirza_coquereli__Coquerels_mouse_lemur__HLmirCoq1__GCA_004024645.1	Mirza coquereli	Coquerels mouse lemur	Microcebus coquereli	47180	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Mirza	HLmirCoq1	GCA_004024645.1	NCBI	MizCoq_v1_BIUU	Scaffold	2019-01-15	Broad Institute	60596	79947	13615	451	1130
Mirza_zaza__Northern_giant_mouse_lemur__HLmirZaz1__GCA_008750895.1	Mirza zaza	Northern giant mouse lemur		339999	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Mirza	HLmirZaz1	GCA_008750895.1	NCBI	Mzaz_1.0	Scaffold	2019-09-30	Duke University	73499	75843	12277	555	2364
Indri_indri__Indri__HLindInd1__GCA_004363605.1	Indri indri	Indri		34827	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Indriidae; Indri	HLindInd1	GCA_004363605.1	NCBI	IndInd_v1_BIUU	Scaffold	2019-03-22	Broad Institute	26447	28620	12810	879	1507
Propithecus_coquereli__Coquerels_sifaka__HLproCoq2	Propithecus coquereli	Coquerels sifaka	Propithecus verreauxi coquereli	379532	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Indriidae; Propithecus	HLproCoq2	DNA Zoo Consortium	DNA Zoo Consortium			2021-02-02		15309	148766566	14018	362	816
Eulemur_coronatus__Crowned_lemur__HLeulCoro1__GCA_963574965.1	Eulemur coronatus	Crowned lemur	Lemur coronatus	13514	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur	HLeulCoro1	GCA_963574965.1	NCBI	PGDP_EulCor	Scaffold	2023-10-30	IBE(CSIC-UNIVERSITAT POMPEU FABRA)	44663	44663	13483	494	1219
Eulemur_flavifrons__Sclaters_lemur__HLeulFla1	Eulemur flavifrons	Sclaters lemur	Eulemur macaco flavifrons	87288	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur	HLeulFla1	DNA Zoo Consortium	DNA Zoo Consortium			2020-09-01		26840	156661540	14375	642	179
Eulemur_fulvus__brown_lemur__HLeulFul1__GCA_004027275.1	Eulemur fulvus	brown lemur	Lemur fulvus,Petterus fulvus	13515	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur	HLeulFul1	GCA_004027275.1	NCBI	EulFul_v1_BIUU	Scaffold	2019-01-16	Broad Institute	21310	22561	12595	953	1648
Eulemur_mongoz__mongoose_lemur__HLeulMon1	Eulemur mongoz	mongoose lemur	Lemur mongoz	34828	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur	HLeulMon1	DNA Zoo Consortium	DNA Zoo Consortium			2020-09-08		37662	82429097	13141	747	1308
Eulemur_rufifrons__Bennetts_brown_lemur__HLeulRuf1__GCA_041146395.1	Eulemur rufifrons	Bennetts brown lemur		859984	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur	HLeulRuf1	GCA_041146395.1	NCBI	OSU_ERuf_1	Chromosome	2024-08-16	Oregon State University	89959899	100874195	15059	108	29
Eulemur_macaco__black_lemur__eulMac1__GCA_001262655.1	Eulemur macaco	black lemur	Petterus macaco,Lemur macaco	30602	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur	eulMac1	GCA_001262655.1	NCBI	Emacaco_refEf_BWA_oneround	Scaffold	2015-08-06	University of Chicago	20038	405987	14395	608	193
Eulemur_fulvus_collaris__brown_lemur__HLeulCol1	Eulemur fulvus collaris	brown lemur	Lemur fulvus,Petterus fulvus,Eulemur collaris	47178	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur; Eulemur fulvus	HLeulCol1	DNA Zoo Consortium	DNA Zoo Consortium			2022-07-11		43549	109878484	13568	542	1086
Hapalemur_alaotrensis__Lac_Alaotra_bamboo_lemur__HLhapAlao1__GCA_963574485.1	Hapalemur alaotrensis	Lac Alaotra bamboo lemur	Hapalemur griseus alaotrensis	3370048	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Hapalemur	HLhapAlao1	GCA_963574485.1	NCBI	PGDP_HapAla	Scaffold	2023-10-30	IBE(CSIC-UNIVERSITAT POMPEU FABRA)	36188	36188	13082	453	1661
Lemur_catta__Ring-tailed_lemur__HLlemCat1__GCA_004024665.1	Lemur catta	Ring-tailed lemur		9447	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Lemur	HLlemCat1	GCA_004024665.1	NCBI	LemCat_v1_BIUU	Scaffold	2019-01-15	Broad Institute	158439	215715	14555	297	344
Lemur_catta__Ring-tailed_lemur__HLlemCat2__GCF_020740605.2	Lemur catta	Ring-tailed lemur		9447	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Lemur	HLlemCat2	GCF_020740605.2	NCBI	mLemCat1.pri	Chromosome	2021-11-04	Vertebrate Genomes Project	32529614	102162704	14820	338	38
Prolemur_simus__greater_bamboo_lemur__HLproSim1__GCA_003258685.1	Prolemur simus	greater bamboo lemur	Hapalemur simus,broad-nosed bamboo lemur	1328070	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Prolemur	HLproSim1	GCA_003258685.1	NCBI	Prosim_1.0	Scaffold	2018-06-20	Henry Doorly Zoo & Aquarium	47757	2710671	14867	191	138
Varecia_variegata__ruffed_lemur__HLvarVar1__GCA_028533085.1	Varecia variegata	ruffed lemur	variegated lemur,Lemur variegatus	9455	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Varecia	HLvarVar1	GCA_028533085.1	NCBI	Varecia_variegata_HiC	Chromosome	2023-02-10	DNA Zoo	40155	128811464	13214	665	1317
Galago_moholi__Moholi_bushbaby__HLgalMoh1__GCA_023783435.1	Galago moholi	Moholi bushbaby	Galago senegalensis moholi,South African galago	30609	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Galagidae; Galago	HLgalMoh1	GCA_023783435.1	NCBI	ASM2378343v1	Contig	2022-06-17	BGI-Shenzhen	583552	583552	12907	1663	626
Galago_senegalensis__Senegal_galago__HLgalSen1__GCA_963575145.1	Galago senegalensis	Senegal galago	northern lesser bushbaby	9465	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Galagidae; Galago	HLgalSen1	GCA_963575145.1	NCBI	PGDP_GalSen	Scaffold	2023-10-31	IBE(CSIC-UNIVERSITAT POMPEU FABRA)	30883	30883	12176	754	2266
Otolemur_crassicaudatus__thick-tailed_bush_baby__HLotoCra1	Otolemur crassicaudatus	thick-tailed bush baby	thick-tailed galago,Galago crassicaudatus,greater galago	9463	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Galagidae; Otolemur	HLotoCra1	DNA Zoo Consortium	DNA Zoo Consortium			2022-05-23		73053	91872397	14023	469	704
Otolemur_garnettii__small-eared_galago__otoGar3__GCF_000181295.1	Otolemur garnettii	small-eared galago	Galago garnetti,Galago garnettii	30611	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Galagidae; Otolemur	otoGar3	GCF_000181295.1	NCBI	OtoGar3	Scaffold	2011-03-16	Broad Institute of MIT and Harvard, USA, Cambridge	27100	13852661	14582	331	283
Loris_tardigradus__slender_loris__HLlorTar1__GCA_023783135.1	Loris tardigradus	slender loris		9468	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Lorisidae; Loris	HLlorTar1	GCA_023783135.1	NCBI	ASM2378313v1	Contig	2022-06-17	BGI-Shenzhen	7727436	7727436	13826	1301	69
Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1__GCA_023898255.1	Nycticebus bengalensis	Bengal slow loris		261741	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Lorisidae; Nycticebus	HLnycBen1	GCA_023898255.1	NCBI	ASM2389825v1	Chromosome	2022-06-27	BGI-Shenzhen	19794679	128767214	11322	3811	63
Nycticebus_coucang__slow_loris__HLnycCou2__GCF_027406575.1	Nycticebus coucang	slow loris	Tardigradus coucang	9470	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Lorisidae; Nycticebus	HLnycCou2	GCF_027406575.1	NCBI	mNycCou1.pri	Chromosome	2022-12-28	Vertebrate Genomes Project	41197715	135917784	15024	163	9
Xanthonycticebus_pygmaeus__pygmy_slow_loris__HLxanPyg1	Xanthonycticebus pygmaeus	pygmy slow loris	Nycticebus intermedius,Nycticebus pygmaeus	101278	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Lorisidae; Xanthonycticebus	HLxanPyg1	ngdc.cncb.ac.cn/bioproject/browse/PRJCA003786	https://ngdc.cncb.ac.cn/bioproject/browse/PRJCA003786			2023-06-06		4739222	4739222	11190	3729	277
Tupaia_chinensis__Chinese_tree_shrew__HLtupChi2__GCA_033439345.1	Tupaia chinensis	Chinese tree shrew	Tupaia belangeri chinensis	246437	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Scandentia; Tupaiidae; Tupaia	HLtupChi2	GCA_033439345.1	NCBI	KIZ version 2	Chromosome	2023-11-09	Kunming Institution of Zoology, CAS	3217288	104643080	13175	1907	114
Tupaia_tana__large_tree_shrew__HLtupTan1__GCA_026018925.1	Tupaia tana	large tree shrew		70687	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Scandentia; Tupaiidae; Tupaia	HLtupTan1	GCA_026018925.1	NCBI, JoanaDamas			2021-06-15		7425133	112954644	14473	661	62
Antilocapra_americana__pronghorn__HLantAme1__GCA_007570785.1	Antilocapra americana	pronghorn		9891	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Antilocapridae; Antilocapra	HLantAme1	GCA_007570785.1	NCBI	GSC_phorn_1.0	Scaffold	2019-07-12	Canada's Genomic Enterprise	220431	18739554	14782	317	97
Aepyceros_melampus__impala__HLaepMel1__GCA_006408695.1	Aepyceros melampus	impala		9897	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Aepycerotinae; Aepyceros	HLaepMel1	GCA_006408695.1	NCBI	IMP	Scaffold	2019-06-24	Northwestern Polytechnical University	82459	344542	5165	9618	413
Beatragus_hunteri__Hirola__HLbeaHun1__GCA_004027495.1	Beatragus hunteri	Hirola		59527	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Alcelaphinae; Beatragus	HLbeaHun1	GCA_004027495.1	NCBI	BeaHun_v1_BIUU	Scaffold	2019-01-16	Broad Institute	57444	69303	14207	389	600
Connochaetes_taurinus__brindled_gnu__HLconTau2	Connochaetes taurinus	brindled gnu	white-bearded gnu,blue wildebeest	9927	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Alcelaphinae; Connochaetes	HLconTau2	DNA Zoo Consortium	DNA Zoo Consortium			2020-07-31		68346	98098359	14051	846	299
Damaliscus_lunatus__topi__HLdamLun1__GCA_006408505.1	Damaliscus lunatus	topi		9929	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Alcelaphinae; Damaliscus	HLdamLun1	GCA_006408505.1	NCBI	CTB	Scaffold	2019-06-24	Northwestern Polytechnical University	38843	1166796	14375	420	401
Antidorcas_marsupialis__springbok__HLantMar1__GCA_006408585.1	Antidorcas marsupialis	springbok		59523	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Antidorcas	HLantMar1	GCA_006408585.1	NCBI	SGB	Scaffold	2019-06-24	Northwestern Polytechnical University	42749	694905	12770	1222	1204
Eudorcas_thomsonii__Thomsons_gazelle__HLeudTho1__GCA_006408755.1	Eudorcas thomsonii	Thomsons gazelle	Gazella thomsonii,Eudorcas rufifrons thomsonii,Gazella rufifrons thomsonii,Gazella thomsoni	69308	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Eudorcas	HLeudTho1	GCA_006408755.1	NCBI	TMG	Scaffold	2019-06-24	Northwestern Polytechnical University	137476	1581717	14183	732	281
Litocranius_walleri__gerenuk__HLlitWal2	Litocranius walleri	gerenuk		69311	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Litocranius	HLlitWal2	DNA Zoo Consortium	DNA Zoo Consortium			2021-04-11		59467	100165937	14354	648	194
Madoqua_kirkii__Kirks_dik-dik__HLmadKir1__GCA_006408675.1	Madoqua kirkii	Kirks dik-dik	Madoqua kirki	66434	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Madoqua	HLmadKir1	GCA_006408675.1	NCBI	KDD	Scaffold	2019-06-24	Northwestern Polytechnical University	27722	27730	5922	7875	1399
